Mejor Fitness,NFE
8689.0,197
8979.0,197
8789.0,197
9065.0,197
9057.0,197
8863.0,197
8899.0,197
9003.0,197
8223.0,197
9142.0,197
9013.0,197
9046.0,197
8260.0,197
8536.0,197
8709.0,197
9006.0,197
8912.0,197
8957.0,197
8552.0,197
8927.0,197
8799.0,197
9054.0,197
8783.0,197
8651.0,197
9186.0,197
8999.0,197
9129.0,197
9083.0,197
8233.0,197
